Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.504
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.42031556
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15198.07256
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.577
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.2
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,94.13353058
Ecuador,ECU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,95.62035037
Ecuador,ECU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,92.71323176
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.7181
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.761
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.09018359
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17526.8017
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.01
"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.7
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Egypt, Arab Rep.",EGY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Egypt, Arab Rep.",EGY,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.1981
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.344
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.6325129
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11875.96481
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.969
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.5
El Salvador,SLV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,65.22678249
El Salvador,SLV,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,68.41051216
El Salvador,SLV,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,62.23672155
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.5298
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.999
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.14650213
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18139.98933
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.355
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,50.9
Equatorial Guinea,GNQ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Equatorial Guinea,GNQ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Equatorial Guinea,GNQ,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.3433
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,67
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.455
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.89100294
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.789
Eritrea,ERI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.4
Eritrea,ERI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,44.04412842
Eritrea,ERI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,40.27608109
Eritrea,ERI,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,47.75962067
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.7092
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.4
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.695
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.84692764
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47802.00731
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.84390244
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.7
Estonia,EST,"School enrollment, secondary (% gross)",SE.SEC.ENRR,112.5518494
Estonia,EST,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,114.7881012
Estonia,EST,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,110.4314194
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.5202
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.571
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.48923337
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10635.39242
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.028
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.6
Eswatini,SWZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,88.29135895
Eswatini,SWZ,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,90.82862091
Eswatini,SWZ,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,85.74918365
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.465
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.3
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,35.359
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.39668292
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2844.922745
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37
Ethiopia,ETH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Ethiopia,ETH,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Ethiopia,ETH,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.4
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.409
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.73676872
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,75265.65854
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.94390244
Faroe Islands,FRO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Faroe Islands,FRO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Faroe Islands,FRO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Faroe Islands,FRO,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.99598245
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12982.29145
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.148
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.5
Fiji,FJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.30683397
Fiji,FJI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,96.14070387
Fiji,FJI,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,94.4602923
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.2433
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,92
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.446
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.13527015
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,61347.15785
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.18780488
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.8
Finland,FIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,144.8524628
Finland,FIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,153.2410736
Finland,FIN,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,136.8268738
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.9888
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.719
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.69675978
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,56082.59084
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.12926829
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4
France,FRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,104.3164368
France,FRA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.6336594
France,FRA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,104.0158005
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.3333
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.308
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.75919211
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.859
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
French Polynesia,PYF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
French Polynesia,PYF,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
French Polynesia,PYF,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.888
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.69138069
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19992.55706
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.713
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,27.2
Gabon,GAB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Gabon,GAB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Gabon,GAB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.7069
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.5
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.399
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.22433555
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3067.310404
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.859
"Gambia, The",GMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,34.9
"Gambia, The",GMB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
"Gambia, The",GMB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
"Gambia, The",GMB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.0389
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.4
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.076
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.2869881
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22461.33264
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.141
Georgia,GEO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.1
Georgia,GEO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.7102055
Georgia,GEO,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,100.530265
Georgia,GEO,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,106.718034
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.7113
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.647
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.01016227
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,68093.78831
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.60804878
Germany,DEU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1
Germany,DEU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.8172989
Germany,DEU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,97.70004272
Germany,DEU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,103.7536469
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.6298
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.12
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.78678528
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7208.15799
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.246
Ghana,GHA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.2
Ghana,GHA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,77.81686968
Ghana,GHA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,77.9574778
Ghana,GHA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,77.67881812
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.3607
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.1
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.084
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.2506096
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.517
Gibraltar,GIB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Gibraltar,GIB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,72.42227936
Gibraltar,GIB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,70.13546753
Gibraltar,GIB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,74.70768738
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38969.02217
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.78780488
Greece,GRC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.3
Greece,GRC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.216713
Greece,GRC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,104.8636932
Greece,GRC,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,107.4824829
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.1707
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.426
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.5502191
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,75720.42982
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.5404878
Greenland,GRL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Greenland,GRL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Greenland,GRL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Greenland,GRL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.80494053
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17543.98156
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.151
Grenada,GRD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.9
Grenada,GRD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Grenada,GRD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Grenada,GRD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.2689
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.2
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.36888402
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.102
Guam,GUM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Guam,GUM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guam,GUM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guam,GUM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.454
Guam,GUM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.10682618
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13014.01538
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.206
Guatemala,GTM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.4
Guatemala,GTM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,45.89262322
Guatemala,GTM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,46.8427647
Guatemala,GTM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,44.96439621
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.4086
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.1
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.051
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.25812282
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4062.361364
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.432
Guinea,GIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,63.1
Guinea,GIN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guinea,GIN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guinea,GIN,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.6954
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,47.7
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.267
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.23849675
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2788.837739
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.605
Guinea-Bissau,GNB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.3
Guinea-Bissau,GNB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guinea-Bissau,GNB,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guinea-Bissau,GNB,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.5672
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,37.4
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.666
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.16271591
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39710.96956
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.888
Guyana,GUY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.6
Guyana,GUY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Guyana,GUY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Guyana,GUY,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.3924
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,93
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.013
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.45367351
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3275.407181
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.948
Haiti,HTI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,41.5
Haiti,HTI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Haiti,HTI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Haiti,HTI,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.3
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.635
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.852495
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6805.493583
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.715
Honduras,HND,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.7
Honduras,HND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,53.86058044
Honduras,HND,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,59.20985031
Honduras,HND,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,48.75997925
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.3896
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.774
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.8364689
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,68602.12579
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.66097561
"Hong Kong SAR, China",HKG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
"Hong Kong SAR, China",HKG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,106.1852084
"Hong Kong SAR, China",HKG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.838896
"Hong Kong SAR, China",HKG,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,108.42376
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.6136
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
